FIPS,County,Year,Population,Primary County Coordinates
19165,Shelby County,July 01 2003,12747,"(41.685, -95.31)"
19165,Shelby County,July 01 2004,12647,"(41.685, -95.31)"
19165,Shelby County,July 01 2005,12408,"(41.685, -95.31)"
19165,Shelby County,July 01 2006,12305,"(41.685, -95.31)"
19165,Shelby County,July 01 2007,12289,"(41.685, -95.31)"
19165,Shelby County,July 01 2008,12129,"(41.685, -95.31)"
19165,Shelby County,July 01 2009,11957,"(41.685, -95.31)"
19165,Shelby County,April 01 2010,12167,"(41.685, -95.31)"
19167,Sioux County,April 01 1990,29903,"(43.083, -96.178)"
19167,Sioux County,July 01 1991,29927,"(43.083, -96.178)"
19167,Sioux County,July 01 1992,30125,"(43.083, -96.178)"
19167,Sioux County,July 01 1993,30450,"(43.083, -96.178)"
19167,Sioux County,July 01 1994,30965,"(43.083, -96.178)"
19167,Sioux County,July 01 1995,31352,"(43.083, -96.178)"
19167,Sioux County,July 01 1996,31347,"(43.083, -96.178)"
19167,Sioux County,July 01 1997,31196,"(43.083, -96.178)"
19167,Sioux County,July 01 1998,31473,"(43.083, -96.178)"
19167,Sioux County,July 01 1999,31649,"(43.083, -96.178)"
19167,Sioux County,April 01 2000,31589,"(43.083, -96.178)"
19167,Sioux County,July 01 2001,31742,"(43.083, -96.178)"
19167,Sioux County,July 01 2002,31795,"(43.083, -96.178)"
19167,Sioux County,July 01 2003,31782,"(43.083, -96.178)"
19167,Sioux County,July 01 2004,31866,"(43.083, -96.178)"
19167,Sioux County,July 01 2005,31905,"(43.083, -96.178)"
19167,Sioux County,July 01 2006,32114,"(43.083, -96.178)"
19167,Sioux County,July 01 2007,32017,"(43.083, -96.178)"
19167,Sioux County,July 01 2008,32064,"(43.083, -96.178)"
19167,Sioux County,July 01 2009,32244,"(43.083, -96.178)"
19167,Sioux County,April 01 2010,33704,"(43.083, -96.178)"
19169,Story County,April 01 1990,74252,"(42.036, -93.465)"
19169,Story County,July 01 1991,74382,"(42.036, -93.465)"
19169,Story County,July 01 1992,74497,"(42.036, -93.465)"
19169,Story County,July 01 1993,75130,"(42.036, -93.465)"
19169,Story County,July 01 1994,76008,"(42.036, -93.465)"
19169,Story County,July 01 1995,75899,"(42.036, -93.465)"
19169,Story County,July 01 1996,76265,"(42.036, -93.465)"
19169,Story County,July 01 1997,76937,"(42.036, -93.465)"
19169,Story County,July 01 1998,77833,"(42.036, -93.465)"
19169,Story County,July 01 1999,78221,"(42.036, -93.465)"
19169,Story County,April 01 2000,79981,"(42.036, -93.465)"
19169,Story County,July 01 2001,80057,"(42.036, -93.465)"
19169,Story County,July 01 2002,81612,"(42.036, -93.465)"
19169,Story County,July 01 2003,81453,"(42.036, -93.465)"
19169,Story County,July 01 2004,81897,"(42.036, -93.465)"
19169,Story County,July 01 2005,81757,"(42.036, -93.465)"
19169,Story County,July 01 2006,83476,"(42.036, -93.465)"
19169,Story County,July 01 2007,85232,"(42.036, -93.465)"
19169,Story County,July 01 2008,86219,"(42.036, -93.465)"
19169,Story County,July 01 2009,87214,"(42.036, -93.465)"
19169,Story County,April 01 2010,89542,"(42.036, -93.465)"
19171,Tama County,April 01 1990,17419,"(42.08, -92.533)"
19171,Tama County,July 01 1991,17436,"(42.08, -92.533)"
19171,Tama County,July 01 1992,17424,"(42.08, -92.533)"
19171,Tama County,July 01 1993,17513,"(42.08, -92.533)"
19171,Tama County,July 01 1994,17728,"(42.08, -92.533)"
19171,Tama County,July 01 1995,17906,"(42.08, -92.533)"
19171,Tama County,July 01 1996,17951,"(42.08, -92.533)"
19171,Tama County,July 01 1997,17885,"(42.08, -92.533)"
19171,Tama County,July 01 1998,17950,"(42.08, -92.533)"
19171,Tama County,July 01 1999,18070,"(42.08, -92.533)"
19171,Tama County,April 01 2000,18103,"(42.08, -92.533)"
19171,Tama County,July 01 2001,18014,"(42.08, -92.533)"
19171,Tama County,July 01 2002,17901,"(42.08, -92.533)"
19171,Tama County,July 01 2003,17846,"(42.08, -92.533)"
19171,Tama County,July 01 2004,17929,"(42.08, -92.533)"
19171,Tama County,July 01 2005,17897,"(42.08, -92.533)"
19171,Tama County,July 01 2006,17800,"(42.08, -92.533)"
19171,Tama County,July 01 2007,17670,"(42.08, -92.533)"
19171,Tama County,July 01 2008,17549,"(42.08, -92.533)"
19171,Tama County,July 01 2009,17377,"(42.08, -92.533)"
19171,Tama County,April 01 2010,17767,"(42.08, -92.533)"
19173,Taylor County,April 01 1990,7114,"(40.737, -94.696)"
19173,Taylor County,July 01 1991,7103,"(40.737, -94.696)"
19173,Taylor County,July 01 1992,7053,"(40.737, -94.696)"
19173,Taylor County,July 01 1993,7024,"(40.737, -94.696)"
19173,Taylor County,July 01 1994,7024,"(40.737, -94.696)"
19173,Taylor County,July 01 1995,7048,"(40.737, -94.696)"
19173,Taylor County,July 01 1996,7069,"(40.737, -94.696)"
19173,Taylor County,July 01 1997,7069,"(40.737, -94.696)"
19173,Taylor County,July 01 1998,7016,"(40.737, -94.696)"
19173,Taylor County,July 01 1999,7029,"(40.737, -94.696)"
19173,Taylor County,April 01 2000,6958,"(40.737, -94.696)"
19173,Taylor County,July 01 2001,6892,"(40.737, -94.696)"
19173,Taylor County,July 01 2002,6810,"(40.737, -94.696)"
19173,Taylor County,July 01 2003,6737,"(40.737, -94.696)"
19173,Taylor County,July 01 2004,6677,"(40.737, -94.696)"
19173,Taylor County,July 01 2005,6522,"(40.737, -94.696)"
19173,Taylor County,July 01 2006,6541,"(40.737, -94.696)"
19173,Taylor County,July 01 2007,6425,"(40.737, -94.696)"
19173,Taylor County,July 01 2008,6337,"(40.737, -94.696)"
19173,Taylor County,July 01 2009,6344,"(40.737, -94.696)"
19173,Taylor County,April 01 2010,6317,"(40.737, -94.696)"
19175,Union County,April 01 1990,12750,"(41.028, -94.242)"
19175,Union County,July 01 1991,12774,"(41.028, -94.242)"
19175,Union County,July 01 1992,12635,"(41.028, -94.242)"
19175,Union County,July 01 1993,12503,"(41.028, -94.242)"
19175,Union County,July 01 1994,12482,"(41.028, -94.242)"
19175,Union County,July 01 1995,12352,"(41.028, -94.242)"
19175,Union County,July 01 1996,12325,"(41.028, -94.242)"
19175,Union County,July 01 1997,12459,"(41.028, -94.242)"
19175,Union County,July 01 1998,12345,"(41.028, -94.242)"
19175,Union County,July 01 1999,12349,"(41.028, -94.242)"
19175,Union County,April 01 2000,12309,"(41.028, -94.242)"
19175,Union County,July 01 2001,12201,"(41.028, -94.242)"
19175,Union County,July 01 2002,12083,"(41.028, -94.242)"
19175,Union County,July 01 2003,11881,"(41.028, -94.242)"
19175,Union County,July 01 2004,11919,"(41.028, -94.242)"
19175,Union County,July 01 2005,11943,"(41.028, -94.242)"
19175,Union County,July 01 2006,11990,"(41.028, -94.242)"
19175,Union County,July 01 2007,12051,"(41.028, -94.242)"
19175,Union County,July 01 2008,12154,"(41.028, -94.242)"
19175,Union County,July 01 2009,12241,"(41.028, -94.242)"
19175,Union County,April 01 2010,12534,"(41.028, -94.242)"
19177,Van Buren County,April 01 1990,7676,"(40.753, -91.95)"
19177,Van Buren County,July 01 1991,7683,"(40.753, -91.95)"
19177,Van Buren County,July 01 1992,7718,"(40.753, -91.95)"
19177,Van Buren County,July 01 1993,7700,"(40.753, -91.95)"
19177,Van Buren County,July 01 1994,7725,"(40.753, -91.95)"
19177,Van Buren County,July 01 1995,7686,"(40.753, -91.95)"
19177,Van Buren County,July 01 1996,7701,"(40.753, -91.95)"
19177,Van Buren County,July 01 1997,7669,"(40.753, -91.95)"
19177,Van Buren County,July 01 1998,7736,"(40.753, -91.95)"
19177,Van Buren County,July 01 1999,7774,"(40.753, -91.95)"
19177,Van Buren County,April 01 2000,7809,"(40.753, -91.95)"
19177,Van Buren County,July 01 2001,7735,"(40.753, -91.95)"
19177,Van Buren County,July 01 2002,7736,"(40.753, -91.95)"
19177,Van Buren County,July 01 2003,7671,"(40.753, -91.95)"
19177,Van Buren County,July 01 2004,7664,"(40.753, -91.95)"
19177,Van Buren County,July 01 2005,7625,"(40.753, -91.95)"
19177,Van Buren County,July 01 2006,7640,"(40.753, -91.95)"
19177,Van Buren County,July 01 2007,7676,"(40.753, -91.95)"
19177,Van Buren County,July 01 2008,7690,"(40.753, -91.95)"
19177,Van Buren County,July 01 2009,7679,"(40.753, -91.95)"
19177,Van Buren County,April 01 2010,7570,"(40.753, -91.95)"
19179,Wapello County,April 01 1990,35696,"(41.031, -92.409)"
19179,Wapello County,July 01 1991,35733,"(41.031, -92.409)"
19179,Wapello County,July 01 1992,35817,"(41.031, -92.409)"
19179,Wapello County,July 01 1993,36037,"(41.031, -92.409)"
19179,Wapello County,July 01 1994,36272,"(41.031, -92.409)"
19179,Wapello County,July 01 1995,36265,"(41.031, -92.409)"
19179,Wapello County,July 01 1996,35990,"(41.031, -92.409)"
19179,Wapello County,July 01 1997,36052,"(41.031, -92.409)"
19179,Wapello County,July 01 1998,35980,"(41.031, -92.409)"
19179,Wapello County,July 01 1999,35948,"(41.031, -92.409)"
19179,Wapello County,April 01 2000,36051,"(41.031, -92.409)"
19179,Wapello County,July 01 2001,35954,"(41.031, -92.409)"
19179,Wapello County,July 01 2002,35803,"(41.031, -92.409)"
19179,Wapello County,July 01 2003,35716,"(41.031, -92.409)"
19179,Wapello County,July 01 2004,35651,"(41.031, -92.409)"
19179,Wapello County,July 01 2005,35771,"(41.031, -92.409)"
19179,Wapello County,July 01 2006,35673,"(41.031, -92.409)"
19179,Wapello County,July 01 2007,35344,"(41.031, -92.409)"
19179,Wapello County,July 01 2008,35297,"(41.031, -92.409)"
19179,Wapello County,July 01 2009,35334,"(41.031, -92.409)"
19179,Wapello County,April 01 2010,35625,"(41.031, -92.409)"
19181,Warren County,April 01 1990,36033,"(41.334, -93.561)"
19181,Warren County,July 01 1991,36170,"(41.334, -93.561)"
19181,Warren County,July 01 1992,36573,"(41.334, -93.561)"
19181,Warren County,July 01 1993,37150,"(41.334, -93.561)"
19181,Warren County,July 01 1994,37769,"(41.334, -93.561)"
19181,Warren County,July 01 1995,38198,"(41.334, -93.561)"
19181,Warren County,July 01 1996,38645,"(41.334, -93.561)"
19181,Warren County,July 01 1997,39180,"(41.334, -93.561)"
19181,Warren County,July 01 1998,39510,"(41.334, -93.561)"
19181,Warren County,July 01 1999,39911,"(41.334, -93.561)"
19181,Warren County,April 01 2000,40671,"(41.334, -93.561)"
19181,Warren County,July 01 2001,41010,"(41.334, -93.561)"
19181,Warren County,July 01 2002,41282,"(41.334, -93.561)"
19181,Warren County,July 01 2003,41943,"(41.334, -93.561)"
19181,Warren County,July 01 2004,42263,"(41.334, -93.561)"
19181,Warren County,July 01 2005,42923,"(41.334, -93.561)"
19181,Warren County,July 01 2006,43677,"(41.334, -93.561)"
19181,Warren County,July 01 2007,44292,"(41.334, -93.561)"
19181,Warren County,July 01 2008,44793,"(41.334, -93.561)"
19181,Warren County,July 01 2009,45275,"(41.334, -93.561)"
19181,Warren County,April 01 2010,46225,"(41.334, -93.561)"
19183,Washington County,April 01 1990,19612,"(41.336, -91.718)"
19183,Washington County,July 01 1991,19617,"(41.336, -91.718)"
19183,Washington County,July 01 1992,19827,"(41.336, -91.718)"
19183,Washington County,July 01 1993,20072,"(41.336, -91.718)"
19183,Washington County,July 01 1994,20098,"(41.336, -91.718)"
19183,Washington County,July 01 1995,20039,"(41.336, -91.718)"
19183,Washington County,July 01 1996,20245,"(41.336, -91.718)"
19183,Washington County,July 01 1997,20349,"(41.336, -91.718)"
19183,Washington County,July 01 1998,20512,"(41.336, -91.718)"
19183,Washington County,July 01 1999,20506,"(41.336, -91.718)"
19183,Washington County,April 01 2000,20670,"(41.336, -91.718)"
19183,Washington County,July 01 2001,21000,"(41.336, -91.718)"
19183,Washington County,July 01 2002,20982,"(41.336, -91.718)"
19183,Washington County,July 01 2003,20994,"(41.336, -91.718)"
19183,Washington County,July 01 2004,21011,"(41.336, -91.718)"
19183,Washington County,July 01 2005,21037,"(41.336, -91.718)"
19183,Washington County,July 01 2006,21100,"(41.336, -91.718)"
19183,Washington County,July 01 2007,21152,"(41.336, -91.718)"
19183,Washington County,July 01 2008,21214,"(41.336, -91.718)"
19183,Washington County,July 01 2009,21258,"(41.336, -91.718)"
19183,Washington County,April 01 2010,21704,"(41.336, -91.718)"
19185,Wayne County,April 01 1990,7067,"(40.739, -93.327)"
19185,Wayne County,July 01 1991,7075,"(40.739, -93.327)"
19185,Wayne County,July 01 1992,7057,"(40.739, -93.327)"
19185,Wayne County,July 01 1993,7017,"(40.739, -93.327)"
19185,Wayne County,July 01 1994,7043,"(40.739, -93.327)"
19185,Wayne County,July 01 1995,6974,"(40.739, -93.327)"
19185,Wayne County,July 01 1996,6939,"(40.739, -93.327)"
19185,Wayne County,July 01 1997,6936,"(40.739, -93.327)"
19185,Wayne County,July 01 1998,6910,"(40.739, -93.327)"
19185,Wayne County,July 01 1999,6821,"(40.739, -93.327)"
19185,Wayne County,April 01 2000,6730,"(40.739, -93.327)"
19185,Wayne County,July 01 2001,6640,"(40.739, -93.327)"
19185,Wayne County,July 01 2002,6635,"(40.739, -93.327)"
19185,Wayne County,July 01 2003,6568,"(40.739, -93.327)"
19185,Wayne County,July 01 2004,6501,"(40.739, -93.327)"
19185,Wayne County,July 01 2005,6422,"(40.739, -93.327)"
19185,Wayne County,July 01 2006,6391,"(40.739, -93.327)"
19185,Wayne County,July 01 2007,6283,"(40.739, -93.327)"
19185,Wayne County,July 01 2008,6267,"(40.739, -93.327)"
19185,Wayne County,July 01 2009,6283,"(40.739, -93.327)"
19185,Wayne County,April 01 2010,6403,"(40.739, -93.327)"
19187,Webster County,April 01 1990,40342,"(42.428, -94.182)"
19187,Webster County,July 01 1991,40345,"(42.428, -94.182)"
19187,Webster County,July 01 1992,40335,"(42.428, -94.182)"
19187,Webster County,July 01 1993,40283,"(42.428, -94.182)"
19187,Webster County,July 01 1994,40137,"(42.428, -94.182)"
19187,Webster County,July 01 1995,39780,"(42.428, -94.182)"
19187,Webster County,July 01 1996,39698,"(42.428, -94.182)"
19187,Webster County,July 01 1997,39461,"(42.428, -94.182)"
19187,Webster County,July 01 1998,39268,"(42.428, -94.182)"
19187,Webster County,July 01 1999,39652,"(42.428, -94.182)"
19187,Webster County,April 01 2000,40235,"(42.428, -94.182)"
19187,Webster County,July 01 2001,40037,"(42.428, -94.182)"
19187,Webster County,July 01 2002,39672,"(42.428, -94.182)"
19187,Webster County,July 01 2003,39372,"(42.428, -94.182)"
19187,Webster County,July 01 2004,38930,"(42.428, -94.182)"
19187,Webster County,July 01 2005,38574,"(42.428, -94.182)"
19187,Webster County,July 01 2006,38550,"(42.428, -94.182)"
19187,Webster County,July 01 2007,38448,"(42.428, -94.182)"
19187,Webster County,July 01 2008,38372,"(42.428, -94.182)"
19187,Webster County,July 01 2009,38346,"(42.428, -94.182)"
19187,Webster County,April 01 2010,38013,"(42.428, -94.182)"
19189,Winnebago County,April 01 1990,12122,"(43.378, -93.734)"
19189,Winnebago County,July 01 1991,12131,"(43.378, -93.734)"
19189,Winnebago County,July 01 1992,11940,"(43.378, -93.734)"
19189,Winnebago County,July 01 1993,11850,"(43.378, -93.734)"
19189,Winnebago County,July 01 1994,11757,"(43.378, -93.734)"
19189,Winnebago County,July 01 1995,11794,"(43.378, -93.734)"
19189,Winnebago County,July 01 1996,11804,"(43.378, -93.734)"
19189,Winnebago County,July 01 1997,11829,"(43.378, -93.734)"
19189,Winnebago County,July 01 1998,11876,"(43.378, -93.734)"
19189,Winnebago County,July 01 1999,11741,"(43.378, -93.734)"
19189,Winnebago County,April 01 2000,11723,"(43.378, -93.734)"
19189,Winnebago County,July 01 2001,11533,"(43.378, -93.734)"
19189,Winnebago County,July 01 2002,11329,"(43.378, -93.734)"
19189,Winnebago County,July 01 2003,11303,"(43.378, -93.734)"
19189,Winnebago County,July 01 2004,11189,"(43.378, -93.734)"
19189,Winnebago County,July 01 2005,11167,"(43.378, -93.734)"
19189,Winnebago County,July 01 2006,10943,"(43.378, -93.734)"
19189,Winnebago County,July 01 2007,10772,"(43.378, -93.734)"
19189,Winnebago County,July 01 2008,10689,"(43.378, -93.734)"
19189,Winnebago County,July 01 2009,10602,"(43.378, -93.734)"
19189,Winnebago County,April 01 2010,10866,"(43.378, -93.734)"
19191,Winneshiek County,April 01 1990,20847,"(43.291, -91.844)"
19191,Winneshiek County,July 01 1991,20840,"(43.291, -91.844)"
19191,Winneshiek County,July 01 1992,21065,"(43.291, -91.844)"
19191,Winneshiek County,July 01 1993,21051,"(43.291, -91.844)"
19191,Winneshiek County,July 01 1994,21113,"(43.291, -91.844)"
19191,Winneshiek County,July 01 1995,21129,"(43.291, -91.844)"
19191,Winneshiek County,July 01 1996,21114,"(43.291, -91.844)"
19191,Winneshiek County,July 01 1997,21128,"(43.291, -91.844)"
19191,Winneshiek County,July 01 1998,21064,"(43.291, -91.844)"
19191,Winneshiek County,July 01 1999,21251,"(43.291, -91.844)"
19191,Winneshiek County,April 01 2000,21310,"(43.291, -91.844)"
19191,Winneshiek County,July 01 2001,21236,"(43.291, -91.844)"
19191,Winneshiek County,July 01 2002,21123,"(43.291, -91.844)"
19191,Winneshiek County,July 01 2003,20896,"(43.291, -91.844)"
19191,Winneshiek County,July 01 2004,20894,"(43.291, -91.844)"
19191,Winneshiek County,July 01 2005,20871,"(43.291, -91.844)"
19191,Winneshiek County,July 01 2006,20784,"(43.291, -91.844)"
19191,Winneshiek County,July 01 2007,20824,"(43.291, -91.844)"
19191,Winneshiek County,July 01 2008,20711,"(43.291, -91.844)"
19191,Winneshiek County,July 01 2009,20629,"(43.291, -91.844)"
19191,Winneshiek County,April 01 2010,21056,"(43.291, -91.844)"
19193,Woodbury County,April 01 1990,98276,"(42.39, -96.045)"
19193,Woodbury County,July 01 1991,98506,"(42.39, -96.045)"
19193,Woodbury County,July 01 1992,99513,"(42.39, -96.045)"
19193,Woodbury County,July 01 1993,100442,"(42.39, -96.045)"
19193,Woodbury County,July 01 1994,101640,"(42.39, -96.045)"
19193,Woodbury County,July 01 1995,102383,"(42.39, -96.045)"
19193,Woodbury County,July 01 1996,103346,"(42.39, -96.045)"
19193,Woodbury County,July 01 1997,103994,"(42.39, -96.045)"
19193,Woodbury County,July 01 1998,103728,"(42.39, -96.045)"
19193,Woodbury County,July 01 1999,103653,"(42.39, -96.045)"
19193,Woodbury County,April 01 2000,103877,"(42.39, -96.045)"
19193,Woodbury County,July 01 2001,103311,"(42.39, -96.045)"
19193,Woodbury County,July 01 2002,102981,"(42.39, -96.045)"
19193,Woodbury County,July 01 2003,102441,"(42.39, -96.045)"
19193,Woodbury County,July 01 2004,102330,"(42.39, -96.045)"
19193,Woodbury County,July 01 2005,101211,"(42.39, -96.045)"
19193,Woodbury County,July 01 2006,101427,"(42.39, -96.045)"
19193,Woodbury County,July 01 2007,101382,"(42.39, -96.045)"
19193,Woodbury County,July 01 2008,101971,"(42.39, -96.045)"
19193,Woodbury County,July 01 2009,102831,"(42.39, -96.045)"
19193,Woodbury County,April 01 2010,102172,"(42.39, -96.045)"
19195,Worth County,April 01 1990,7991,"(43.377, -93.261)"
19195,Worth County,July 01 1991,7980,"(43.377, -93.261)"
19195,Worth County,July 01 1992,7908,"(43.377, -93.261)"
19195,Worth County,July 01 1993,7930,"(43.377, -93.261)"
19195,Worth County,July 01 1994,8031,"(43.377, -93.261)"
19195,Worth County,July 01 1995,7924,"(43.377, -93.261)"
19195,Worth County,July 01 1996,7952,"(43.377, -93.261)"
19195,Worth County,July 01 1997,8001,"(43.377, -93.261)"
19195,Worth County,July 01 1998,7929,"(43.377, -93.261)"
19195,Worth County,July 01 1999,7926,"(43.377, -93.261)"
19195,Worth County,April 01 2000,7909,"(43.377, -93.261)"
19195,Worth County,July 01 2001,7801,"(43.377, -93.261)"
19195,Worth County,July 01 2002,7794,"(43.377, -93.261)"
19195,Worth County,July 01 2003,7719,"(43.377, -93.261)"
19195,Worth County,July 01 2004,7708,"(43.377, -93.261)"
19195,Worth County,July 01 2005,7715,"(43.377, -93.261)"
19195,Worth County,July 01 2006,7618,"(43.377, -93.261)"
19195,Worth County,July 01 2007,7623,"(43.377, -93.261)"
19195,Worth County,July 01 2008,7605,"(43.377, -93.261)"
19195,Worth County,July 01 2009,7541,"(43.377, -93.261)"
19195,Worth County,April 01 2010,7598,"(43.377, -93.261)"
19197,Wright County,April 01 1990,14269,"(42.733, -93.735)"
19197,Wright County,July 01 1991,14272,"(42.733, -93.735)"
19197,Wright County,July 01 1992,14224,"(42.733, -93.735)"
19197,Wright County,July 01 1993,14388,"(42.733, -93.735)"
19197,Wright County,July 01 1994,14348,"(42.733, -93.735)"
19197,Wright County,July 01 1995,14470,"(42.733, -93.735)"
19197,Wright County,July 01 1996,14674,"(42.733, -93.735)"
19197,Wright County,July 01 1997,14662,"(42.733, -93.735)"
19197,Wright County,July 01 1998,14560,"(42.733, -93.735)"
19197,Wright County,July 01 1999,14506,"(42.733, -93.735)"
19197,Wright County,April 01 2000,14334,"(42.733, -93.735)"
19197,Wright County,July 01 2001,14055,"(42.733, -93.735)"
19197,Wright County,July 01 2002,13819,"(42.733, -93.735)"
19197,Wright County,July 01 2003,13624,"(42.733, -93.735)"
19197,Wright County,July 01 2004,13537,"(42.733, -93.735)"
19197,Wright County,July 01 2005,13377,"(42.733, -93.735)"
19197,Wright County,July 01 2006,13187,"(42.733, -93.735)"
19197,Wright County,July 01 2007,13039,"(42.733, -93.735)"
19197,Wright County,July 01 2008,12878,"(42.733, -93.735)"
19197,Wright County,July 01 2009,12716,"(42.733, -93.735)"
19197,Wright County,April 01 2010,13229,"(42.733, -93.735)"
19001,Adair County,July 01 2011,7545,"(41.3307464, -94.4709413)"
19003,Adams County,July 01 2011,3994,"(41.0289839, -94.6991849)"
19005,Allamakee County,July 01 2011,14208,"(43.2842838, -91.3780923)"
19007,Appanoose County,July 01 2011,12846,"(40.7431635, -92.8686104)"
19009,Audubon County,July 01 2011,6003,"(41.6845893, -94.9058222)"
19011,Benton County,July 01 2011,26079,"(42.0801864, -92.0656912)"
19013,Black Hawk County,July 01 2011,131470,"(42.4700957, -92.3088197)"
19015,Boone County,July 01 2011,26286,"(42.0365493, -93.931671)"
19017,Bremer County,July 01 2011,24376,"(42.7745873, -92.3180548)"
19019,Buchanan County,July 01 2011,20911,"(42.4707777, -91.8378392)"
19021,Buena Vista County,July 01 2011,20282,"(42.7354936, -95.151149)"
19023,Butler County,July 01 2011,14969,"(42.7315661, -92.7901934)"
19025,Calhoun County,July 01 2011,10062,"(42.3851848, -94.6404136)"
19027,Carroll County,July 01 2011,20853,"(42.0362382, -94.8605593)"
19029,Cass County,July 01 2011,13764,"(41.3314876, -94.9278266)"
19031,Cedar County,July 01 2011,18402,"(41.7723207, -91.1324125)"
19033,Cerro Gordo County,July 01 2011,43960,"(43.0815577, -93.2608184)"
19035,Cherokee County,July 01 2011,12028,"(42.7356226, -95.6238055)"
19037,Chickasaw County,July 01 2011,12400,"(43.0600414, -92.3176637)"
19039,Clarke County,July 01 2011,9317,"(41.0290323, -93.7851579)"
19041,Clay County,July 01 2011,16595,"(43.0825804, -95.1509194)"
19043,Clayton County,July 01 2011,18018,"(42.8447493, -91.3414328)"
19045,Clinton County,July 01 2011,49086,"(41.8980358, -90.5319724)"
19047,Crawford County,July 01 2011,17224,"(42.0372125, -95.3819678)"
19049,Dallas County,July 01 2011,69605,"(41.6848862, -94.0397374)"
19051,Davis County,July 01 2011,8770,"(40.7476891, -92.4097173)"
19053,Decatur County,July 01 2011,8245,"(40.7376827, -93.7862815)"
19055,Delaware County,July 01 2011,17624,"(42.471211, -91.3673502)"
19057,Des Moines County,July 01 2011,40057,"(40.9231829, -91.1814707)"
19059,Dickinson County,July 01 2011,16857,"(43.3779848, -95.1508301)"
19061,Dubuque County,July 01 2011,94599,"(42.468832, -90.8824564)"
19063,Emmet County,July 01 2011,10063,"(43.3780225, -94.6784803)"
19065,Fayette County,July 01 2011,20959,"(42.8625919, -91.8443207)"
19067,Floyd County,July 01 2011,16102,"(43.0599208, -92.7890033)"
19069,Franklin County,July 01 2011,10691,"(42.7325458, -93.262473)"
19071,Fremont County,July 01 2011,7374,"(40.7455892, -95.6046765)"
19073,Greene County,July 01 2011,9330,"(42.0362394, -94.3968356)"
19075,Grundy County,July 01 2011,12479,"(42.4018651, -92.7914177)"
19077,Guthrie County,July 01 2011,10857,"(41.6837548, -94.501055)"
19079,Hamilton County,July 01 2011,15462,"(42.3837722, -93.7068085)"
19081,Hancock County,July 01 2011,11294,"(43.0818861, -93.7342723)"
19083,Hardin County,July 01 2011,17372,"(42.3838803, -93.2404025)"
19085,Harrison County,July 01 2011,14764,"(41.6828528, -95.8169209)"
19087,Henry County,July 01 2011,20233,"(40.9879383, -91.5445241)"
19089,Howard County,July 01 2011,9543,"(43.3567673, -92.3171989)"
19091,Humboldt County,July 01 2011,9779,"(42.7764686, -94.2071868)"
19093,Ida County,July 01 2011,7044,"(42.3868747, -95.5134962)"
19095,Iowa County,July 01 2011,16319,"(41.6863229, -92.065524)"
19097,Jackson County,July 01 2011,19725,"(42.1717426, -90.5742294)"
19099,Jasper County,July 01 2011,36613,"(41.6860394, -93.053765)"
19101,Jefferson County,July 01 2011,17014,"(41.0317596, -91.9488774)"
19103,Johnson County,July 01 2011,133674,"(41.6715511, -91.5880849)"
19105,Jones County,July 01 2011,20734,"(42.1212397, -91.1314352)"
19107,Keokuk County,July 01 2011,10397,"(41.336465, -92.1786426)"
19109,Kossuth County,July 01 2011,15392,"(43.20413, -94.2067199)"
19111,Lee County,July 01 2011,35554,"(40.6419764, -91.479264)"
19113,Linn County,July 01 2011,213983,"(42.0789478, -91.5989646)"
19115,Louisa County,July 01 2011,11374,"(41.2185073, -91.2596184)"
19117,Lucas County,July 01 2011,8869,"(41.0293738, -93.3277207)"
19119,Lyon County,July 01 2011,11691,"(43.380497, -96.2102924)"
19121,Madison County,July 01 2011,15734,"(41.3307142, -94.0155619)"
19123,Mahaska County,July 01 2011,22490,"(41.3352035, -92.6409094)"
19125,Marion County,July 01 2011,33262,"(41.3344515, -93.0994367)"
19127,Marshall County,July 01 2011,40953,"(42.0358499, -92.9987706)"
19129,Mills County,July 01 2011,15028,"(41.0334523, -95.6213267)"
19131,Mitchell County,July 01 2011,10702,"(43.3564124, -92.7890315)"
19133,Monona County,July 01 2011,9235,"(42.0516663, -95.9599235)"
19135,Monroe County,July 01 2011,8059,"(41.0297826, -92.8689877)"
19137,Montgomery County,July 01 2011,10630,"(41.03014, -95.1563758)"
19139,Muscatine County,July 01 2011,42771,"(41.4839221, -91.1127562)"
19141,O'Brien County,July 01 2011,14218,"(43.0837527, -95.6248784)"
19143,Osceola County,July 01 2011,6313,"(43.3785704, -95.6236852)"
19145,Page County,July 01 2011,15883,"(40.7391444, -95.1501747)"
19147,Palo Alto County,July 01 2011,9349,"(43.0820643, -94.6781371)"
19149,Plymouth County,July 01 2011,24808,"(42.7378346, -96.2140431)"
19151,Pocahontas County,July 01 2011,7202,"(42.7341351, -94.6787466)"
19153,Polk County,July 01 2011,438137,"(41.6855048, -93.5735335)"
19155,Pottawattamie County,July 01 2011,93471,"(41.3366123, -95.5423935)"
19157,Poweshiek County,July 01 2011,18874,"(41.6864422, -92.5314684)"
19159,Ringgold County,July 01 2011,5049,"(40.7352023, -94.2439719)"
19161,Sac County,July 01 2011,10222,"(42.3862604, -95.1053946)"
19163,Scott County,July 01 2011,166521,"(41.6370978, -90.6232428)"
19165,Shelby County,July 01 2011,11986,"(41.6850926, -95.3102113)"
19167,Sioux County,July 01 2011,33984,"(43.0826174, -96.1778827)"
19169,Story County,July 01 2011,90797,"(42.0362415, -93.4650448)"
